01-03-2023 20:00:09.330;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627206; 3; CONTENT
01-03-2023 20:00:09.349;AwmDetectionLog;1; AWM_Ink; -1; 140.222; 1.0; 541627206; 0; TIMESTAMP
01-03-2023 20:00:31.008;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627228; 2; CONTENT
01-03-2023 20:00:31.016;AwmDetectionLog;1; AWM_Ink; -1; 3.219; 0.9; 541627229; 1; TIMESTAMP
01-03-2023 20:00:46.895;AwmDetectionLog;1; AWM_Ink; 35248; -1.0; 0.9; 541627245; 3; CONTENT
01-03-2023 20:00:47.035;AwmDetectionLog;1; AWM_Ink; -1; 19.219; 1.0; 541627245; 0; TIMESTAMP
01-03-2023 20:01:02.943;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627260; 3; CONTENT
01-03-2023 20:01:03.077;AwmDetectionLog;1; AWM_Ink; -1; 34.238; 1.0; 541627260; 0; TIMESTAMP
01-03-2023 20:01:18.979;AwmDetectionLog;1; AWM_Ink; 35248; -1.0; 0.9; 541627275; 3; CONTENT
01-03-2023 20:01:19.001;AwmDetectionLog;1; AWM_Ink; -1; 49.726; 1.0; 541627275; 0; TIMESTAMP
01-03-2023 20:01:34.977;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627291; 3; CONTENT
01-03-2023 20:01:35.110;AwmDetectionLog;1; AWM_Ink; -1; 65.214; 1.0; 541627291; 0; TIMESTAMP
01-03-2023 20:01:45.781;AwmDetectionLog;1; AWM_Ink; 35248; -1.0; 0.9; 541627305; 3; CONTENT
01-03-2023 20:01:45.925;AwmDetectionLog;1; AWM_Ink; -1; 78.739; 1.0; 541627305; 0; TIMESTAMP
01-03-2023 20:02:07.017;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627322; 3; CONTENT
01-03-2023 20:02:07.037;AwmDetectionLog;1; AWM_Ink; -1; 95.721; 1.0; 541627322; 0; TIMESTAMP
01-03-2023 20:02:17.940;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627333; 2; CONTENT
01-03-2023 20:02:17.948;AwmDetectionLog;1; AWM_Ink; -1; 3.221; 0.9; 541627334; 1; TIMESTAMP
01-03-2023 20:02:28.348;AwmDetectionLog;1; AWM_Ink; -1; -1.0; 0.0; 541627344; 3; NOT IDENTIFIED
01-03-2023 20:02:33.587;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.29; 541627349; 3; CONTENT
01-03-2023 20:02:33.727;AwmDetectionLog;1; AWM_Ink; -1; 23.241; 1.0; 541627349; 0; TIMESTAMP
01-03-2023 20:02:44.262;AwmDetectionLog;1; AWM_Ink; -1; -1.0; 0.0; 541627360; 3; NOT IDENTIFIED
01-03-2023 20:02:44.539;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627363; 2; CONTENT
01-03-2023 20:02:49.638;AwmDetectionLog;1; AWM_Ink; -1; 43.216; 0.9; 541627364; 1; TIMESTAMP
01-03-2023 20:03:00.158;AwmDetectionLog;1; AWM_Ink; -1; -1.0; 0.0; 541627375; 4; NOT IDENTIFIED
01-03-2023 20:03:00.311;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627379; 2; CONTENT
01-03-2023 20:03:00.450;AwmDetectionLog;1; AWM_Ink; -1; 63.246; 1.0; 541627379; 0; TIMESTAMP
01-03-2023 20:03:11.073;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627389; 3; CONTENT
01-03-2023 20:03:11.078;AwmDetectionLog;1; AWM_Ink; -1; 3.731; 1.0; 541627389; 0; TIMESTAMP
01-03-2023 20:03:21.574;AwmDetectionLog;1; AWM_Ink; -1; -1.0; 0.0; 541627400; 3; NOT IDENTIFIED
01-03-2023 20:03:26.899;AwmDetectionLog;1; AWM_Ink; 34694; -1.0; 0.9; 541627404; 2; CONTENT
