28-02-2023 00:00:09.046;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:20:09.897;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:25:09.922;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:30:09.944;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:35:09.966;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:40:09.987;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:45:10.007;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:50:10.034;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 03:55:10.052;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:00:10.074;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:05:10.096;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:10:10.116;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:15:10.136;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:20:10.159;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:25:10.182;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:30:10.206;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:35:10.228;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:40:10.251;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:45:10.273;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:50:10.288;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 04:55:10.310;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:00:10.332;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:05:10.354;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:10:10.391;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:15:10.413;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:20:10.435;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:25:10.457;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:30:10.476;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:35:10.497;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:40:10.517;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:45:10.537;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:50:10.557;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 05:55:10.578;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:00:10.600;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:05:10.622;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:10:10.643;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:15:10.668;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:20:10.686;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:25:10.707;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:30:10.729;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:35:10.762;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:40:10.778;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:45:10.800;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:50:10.821;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 06:55:10.843;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:00:10.865;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:05:10.887;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:10:10.911;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:15:10.933;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:20:10.956;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:25:10.976;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:30:10.997;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:35:11.020;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:40:11.041;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:45:11.064;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:50:11.088;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 07:55:11.112;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 08:00:06.989;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
28-02-2023 08:00:09.648;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
28-02-2023 08:00:11.028;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
28-02-2023 08:02:18.368;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 08:03:07.523;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
28-02-2023 08:03:10.246;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
28-02-2023 08:07:17.934;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 08:08:08.083;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
28-02-2023 08:08:09.875;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
28-02-2023 08:16:21.947;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 08:20:08.140;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
28-02-2023 08:20:09.771;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
28-02-2023 09:00:18.115;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 09:01:07.268;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
28-02-2023 09:01:09.765;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
28-02-2023 09:01:15.825;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2; M: 0 | F: 0; 
28-02-2023 09:01:20.796;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3; M: 0 | F: 0; 
28-02-2023 09:01:25.713;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4; M: 0 | F: 0; 
28-02-2023 09:01:32.148;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5; M: 0 | F: 0; 
28-02-2023 09:01:36.067;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6; M: 0 | F: 0; 
28-02-2023 09:01:41.346;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7; M: 0 | F: 0; 
28-02-2023 09:01:46.794;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 0 | F: 0; 
28-02-2023 09:01:57.327;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 1 | F: 0; 
28-02-2023 09:02:02.840;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 14:00:23.262;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:05:23.160;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:10:23.184;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:15:23.200;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:20:23.222;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:25:23.254;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:30:23.270;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:35:23.291;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:40:23.314;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:45:23.334;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:50:23.356;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 14:55:23.377;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 15:00:04.363;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
28-02-2023 15:00:08.297;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
28-02-2023 15:00:16.774;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
28-02-2023 15:01:00.977;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2; M: 0 | F: 0; 
28-02-2023 15:02:01.058;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3; M: 0 | F: 0; 
28-02-2023 15:03:01.169;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4; M: 0 | F: 0; 
28-02-2023 15:04:01.377;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5; M: 0 | F: 0; 
28-02-2023 15:05:01.548;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6; M: 0 | F: 0; 
28-02-2023 15:06:01.811;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7; M: 0 | F: 0; 
28-02-2023 15:07:01.042;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 0 | F: 0; 
28-02-2023 15:08:02.557;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 1 | F: 0; 
28-02-2023 15:09:03.302;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 15:15:12.940;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 15:20:05.147;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1,2,3,4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 15:20:05.187;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1,2,3,4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 15:20:08.328;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 15:20:16.005;StatusLog;USB; NORMAL_OP; TV_ON; 0; 2,3,4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 15:21:01.108;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3,4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 15:22:01.253;StatusLog;USB; NORMAL_OP; TV_ON; 0; 4,5,6,7,8; M: 2 | F: 0; 
28-02-2023 15:23:08.440;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 15:28:06.335;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 15:30:05.681;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
28-02-2023 15:30:08.255;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
28-02-2023 15:30:19.575;StatusLog;USB; NORMAL_OP; TV_ON; 0; 99; M: 0 | F: 0; 
28-02-2023 15:35:01.673;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
28-02-2023 15:40:06.078;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 15:45:05.974;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 15:50:05.996;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 15:55:06.015;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:00:06.037;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:00:06.514;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
28-02-2023 16:00:08.376;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
28-02-2023 16:00:11.709;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:01:08.764;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:02:05.906;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:02:08.330;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:03:08.570;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:04:04.735;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:04:08.280;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:05:08.395;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:06:09.545;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:06:12.613;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:07:08.403;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:08:08.555;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:08:12.092;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:09:12.330;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:09:12.509;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:10:07.669;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:10:08.190;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:11:04.927;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:12:06.082;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:12:08.153;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:13:08.838;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:14:05.988;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:14:08.345;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:15:09.046;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:16:04.208;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:16:08.315;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:17:08.368;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:18:08.526;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:18:12.205;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:19:05.785;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:20:07.940;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:20:08.322;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:21:05.194;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:22:07.348;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:22:08.318;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:23:09.603;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:24:05.752;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:24:08.290;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:25:08.411;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:26:05.569;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:26:08.749;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:27:08.422;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:28:04.582;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:28:08.866;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:29:08.438;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 16:30:08.593;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:30:12.304;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:31:12.323;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:32:08.616;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:33:12.330;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:34:04.191;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:35:12.225;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:36:04.230;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:37:12.236;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:38:04.148;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:39:12.201;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:40:04.262;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:41:12.299;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:42:04.224;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:43:12.169;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:44:04.120;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:45:12.292;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:46:04.103;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:47:12.199;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:48:04.112;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:49:12.092;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:50:04.317;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:51:12.794;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:52:04.759;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:53:12.774;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:54:04.695;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:55:12.677;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:56:04.777;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:57:12.085;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
28-02-2023 16:58:04.267;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
28-02-2023 16:59:08.291;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:04:08.193;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:09:08.216;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:14:08.238;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:19:08.256;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:24:08.276;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:29:08.298;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:34:08.319;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:39:08.340;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:44:08.363;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:49:08.384;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:54:08.405;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 17:59:08.429;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 18:04:08.453;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 18:09:08.473;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 18:14:08.496;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
28-02-2023 18:19:08.517;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
