03-03-2023 08:00:08.760;AwmDetectorLog;NOTIDENTIFIED;541756807;4
03-03-2023 08:00:13.914;AwmDetectorLog;NOTIDENTIFIED;541756810;3
03-03-2023 08:00:14.063;AwmDetectorLog;NOTIDENTIFIED;541756813;3
03-03-2023 08:00:19.090;AwmDetectorLog;NOTIDENTIFIED;541756816;3
03-03-2023 08:00:24.274;AwmDetectorLog;NOTIDENTIFIED;541756819;3
03-03-2023 08:00:24.289;AwmDetectorLog;NOTIDENTIFIED;541756822;3
03-03-2023 08:00:29.379;AwmDetectorLog;NOTIDENTIFIED;541756825;3
03-03-2023 08:00:29.510;AwmDetectorLog;NOTIDENTIFIED;541756828;3
03-03-2023 08:00:34.655;AwmDetectorLog;NOTIDENTIFIED;541756831;3
03-03-2023 08:00:39.648;AwmDetectorLog;NOTIDENTIFIED;541756834;3
03-03-2023 08:00:39.781;AwmDetectorLog;NOTIDENTIFIED;541756837;3
03-03-2023 08:00:44.889;AwmDetectorLog;NOTIDENTIFIED;541756840;3
03-03-2023 08:00:45.024;AwmDetectorLog;NOTIDENTIFIED;541756843;3
03-03-2023 08:00:50.047;AwmDetectorLog;NOTIDENTIFIED;541756847;4
03-03-2023 08:00:55.147;AwmDetectorLog;NOTIDENTIFIED;541756850;3
03-03-2023 08:00:55.273;AwmDetectorLog;NOTIDENTIFIED;541756853;3
03-03-2023 08:01:00.364;AwmDetectorLog;NOTIDENTIFIED;541756856;3
03-03-2023 08:01:00.499;AwmDetectorLog;NOTIDENTIFIED;541756859;3
03-03-2023 08:01:05.603;AwmDetectorLog;NOTIDENTIFIED;541756862;3
03-03-2023 08:01:10.725;AwmDetectorLog;NOTIDENTIFIED;541756865;3
03-03-2023 08:01:10.740;AwmDetectorLog;NOTIDENTIFIED;541756868;3
03-03-2023 08:01:15.924;AwmDetectorLog;NOTIDENTIFIED;541756871;3
03-03-2023 08:01:16.055;AwmDetectorLog;NOTIDENTIFIED;541756874;3
03-03-2023 08:01:21.046;AwmDetectorLog;NOTIDENTIFIED;541756877;3
03-03-2023 08:01:26.161;AwmDetectorLog;NOTIDENTIFIED;541756880;3
03-03-2023 08:01:26.287;AwmDetectorLog;NOTIDENTIFIED;541756883;3
03-03-2023 08:01:31.383;AwmDetectorLog;NOTIDENTIFIED;541756886;3
03-03-2023 08:01:31.516;AwmDetectorLog;NOTIDENTIFIED;541756890;4
03-03-2023 08:01:36.614;AwmDetectorLog;NOTIDENTIFIED;541756893;3
03-03-2023 08:01:41.745;AwmDetectorLog;NOTIDENTIFIED;541756896;3
03-03-2023 08:01:41.920;AwmDetectorLog;NOTIDENTIFIED;541756899;3
03-03-2023 08:01:46.909;AwmDetectorLog;NOTIDENTIFIED;541756902;3
03-03-2023 08:01:47.043;AwmDetectorLog;NOTIDENTIFIED;541756905;3
03-03-2023 08:01:52.138;AwmDetectorLog;NOTIDENTIFIED;541756908;3
03-03-2023 08:01:57.229;AwmDetectorLog;NOTIDENTIFIED;541756911;3
03-03-2023 08:01:57.360;AwmDetectorLog;NOTIDENTIFIED;541756914;3
03-03-2023 08:02:02.390;AwmDetectorLog;NOTIDENTIFIED;541756917;3
03-03-2023 08:02:02.527;AwmDetectorLog;NOTIDENTIFIED;541756920;3
03-03-2023 08:02:07.626;AwmDetectorLog;NOTIDENTIFIED;541756923;3
03-03-2023 08:02:07.762;AwmDetectorLog;NOTIDENTIFIED;541756926;3
03-03-2023 08:02:12.850;AwmDetectorLog;NOTIDENTIFIED;541756930;4
03-03-2023 08:02:17.967;AwmDetectorLog;NOTIDENTIFIED;541756933;3
03-03-2023 08:03:04.508;AwmDetectorLog;NOTIDENTIFIED;541756979;3
03-03-2023 08:03:04.519;AwmDetectorLog;NOTIDENTIFIED;541756982;3
03-03-2023 08:03:09.623;AwmDetectorLog;NOTIDENTIFIED;541756985;3
03-03-2023 08:03:09.751;AwmDetectorLog;NOTIDENTIFIED;541756988;3
03-03-2023 08:03:14.886;AwmDetectorLog;NOTIDENTIFIED;541756991;3
03-03-2023 08:03:15.019;AwmDetectorLog;NOTIDENTIFIED;541756994;3
03-03-2023 08:03:20.107;AwmDetectorLog;NOTIDENTIFIED;541756997;3
03-03-2023 08:03:25.198;AwmDetectorLog;NOTIDENTIFIED;541757000;3
03-03-2023 08:03:25.331;AwmDetectorLog;NOTIDENTIFIED;541757003;3
03-03-2023 08:03:30.347;AwmDetectorLog;NOTIDENTIFIED;541757006;3
03-03-2023 08:03:30.472;AwmDetectorLog;NOTIDENTIFIED;541757009;3
