03-03-2023 00:01:00.050;AudioWatermarkingMemoryUsage;1032966144;29884416;5943600;23940816
03-03-2023 00:31:13.822;AudioWatermarkingMemoryUsage;1006419968;29884416;5945736;23938680
03-03-2023 01:01:13.829;AudioWatermarkingMemoryUsage;1042644992;29884416;5943392;23941024
03-03-2023 01:31:15.101;AudioWatermarkingMemoryUsage;1003810816;29884416;5944680;23939736
03-03-2023 02:01:13.819;AudioWatermarkingMemoryUsage;986894336;29884416;5944688;23939728
03-03-2023 02:31:16.380;AudioWatermarkingMemoryUsage;984748032;29884416;5940640;23943776
03-03-2023 03:01:13.825;AudioWatermarkingMemoryUsage;1033793536;29884416;5944408;23940008
03-03-2023 03:31:17.644;AudioWatermarkingMemoryUsage;998764544;29884416;5945288;23939128
03-03-2023 04:01:13.826;AudioWatermarkingMemoryUsage;1055653888;29884416;5944000;23940416
03-03-2023 04:31:18.920;AudioWatermarkingMemoryUsage;1080733696;29884416;5946392;23938024
03-03-2023 05:01:13.829;AudioWatermarkingMemoryUsage;1006686208;29884416;5944272;23940144
03-03-2023 05:31:13.825;AudioWatermarkingMemoryUsage;988168192;29884416;5944064;23940352
03-03-2023 06:01:13.819;AudioWatermarkingMemoryUsage;1074634752;29884416;5944952;23939464
03-03-2023 06:31:15.092;AudioWatermarkingMemoryUsage;1031245824;29884416;5946120;23938296
03-03-2023 07:00:56.239;AudioWatermarkingMemoryUsage;1020293120;29884416;5945280;23939136
03-03-2023 07:31:13.831;AudioWatermarkingMemoryUsage;1060098048;29884416;5944600;23939816
03-03-2023 08:01:00.043;AudioWatermarkingMemoryUsage;1006641152;29884416;5944904;23939512
03-03-2023 08:31:24.482;AudioWatermarkingMemoryUsage;992780288;29884416;5944848;23939568
03-03-2023 09:00:56.228;AudioWatermarkingMemoryUsage;1108348928;29884416;5945192;23939224
03-03-2023 09:31:13.828;AudioWatermarkingMemoryUsage;1011163136;29884416;5943792;23940624
03-03-2023 10:01:13.832;AudioWatermarkingMemoryUsage;1056534528;29884416;5942600;23941816
03-03-2023 10:31:33.871;AudioWatermarkingMemoryUsage;991723520;29884416;5941152;23943264
03-03-2023 11:01:14.490;AudioWatermarkingMemoryUsage;1090174976;29884416;5943576;23940840
03-03-2023 11:31:00.059;AudioWatermarkingMemoryUsage;994877440;29884416;5944608;23939808
03-03-2023 12:01:13.841;AudioWatermarkingMemoryUsage;1002885120;29884416;5944936;23939480
03-03-2023 12:31:00.052;AudioWatermarkingMemoryUsage;1011347456;29884416;5945200;23939216
03-03-2023 13:01:13.836;AudioWatermarkingMemoryUsage;1010024448;29884416;5945000;23939416
03-03-2023 13:31:00.103;AudioWatermarkingMemoryUsage;1058672640;29884416;5945000;23939416
03-03-2023 14:01:13.764;AudioWatermarkingMemoryUsage;1095553024;29884416;5938464;23945952
03-03-2023 14:31:14.399;AudioWatermarkingMemoryUsage;975314944;29884416;5946088;23938328
03-03-2023 15:01:00.080;AudioWatermarkingMemoryUsage;1051230208;29884416;5943960;23940456
03-03-2023 15:31:33.813;AudioWatermarkingMemoryUsage;1022042112;29884416;5944848;23939568
03-03-2023 16:01:00.056;AudioWatermarkingMemoryUsage;1009524736;29884416;5944464;23939952
03-03-2023 16:31:00.041;AudioWatermarkingMemoryUsage;1047638016;29884416;5946280;23938136
03-03-2023 17:01:13.823;AudioWatermarkingMemoryUsage;1091244032;29884416;5944592;23939824
03-03-2023 17:30:56.227;AudioWatermarkingMemoryUsage;988262400;29884416;5944448;23939968
03-03-2023 18:01:13.823;AudioWatermarkingMemoryUsage;1064525824;29884416;5938760;23945656
03-03-2023 18:31:13.831;AudioWatermarkingMemoryUsage;1003696128;29884416;5946336;23938080
03-03-2023 19:01:19.188;AudioWatermarkingMemoryUsage;1051602944;29884416;5943976;23940440
03-03-2023 19:31:13.818;AudioWatermarkingMemoryUsage;997543936;29884416;5944960;23939456
03-03-2023 20:01:13.861;AudioWatermarkingMemoryUsage;1006006272;29884416;5945016;23939400
03-03-2023 20:31:13.828;AudioWatermarkingMemoryUsage;985931776;29884416;5945840;23938576
03-03-2023 21:01:13.853;AudioWatermarkingMemoryUsage;994541568;29884416;5938960;23945456
03-03-2023 21:31:13.827;AudioWatermarkingMemoryUsage;982671360;29884416;5940016;23944400
03-03-2023 22:01:13.838;AudioWatermarkingMemoryUsage;1039577088;29884416;5944304;23940112
03-03-2023 22:31:13.830;AudioWatermarkingMemoryUsage;1017180160;29884416;5946112;23938304
03-03-2023 23:01:13.818;AudioWatermarkingMemoryUsage;1029836800;29884416;5939192;23945224
03-03-2023 23:31:13.834;AudioWatermarkingMemoryUsage;991494144;29884416;5944872;23939544
