01-03-2023 00:01:13.805;BackendMemoryUsage;1085964288;4718592;1939040;2779552
01-03-2023 00:31:13.827;BackendMemoryUsage;1013948416;4718592;1938848;2779744
01-03-2023 01:01:51.305;BackendMemoryUsage;1058377728;4718592;1938848;2779744
01-03-2023 01:31:51.401;BackendMemoryUsage;1017303040;4718592;1937568;2781024
01-03-2023 02:00:56.226;BackendMemoryUsage;999391232;4718592;1937568;2781024
01-03-2023 02:31:00.032;BackendMemoryUsage;1014267904;4718592;1937376;2781216
01-03-2023 03:01:00.149;BackendMemoryUsage;1022287872;4718592;1937376;2781216
01-03-2023 03:31:21.175;BackendMemoryUsage;996016128;4718592;1936096;2782496
01-03-2023 04:00:56.210;BackendMemoryUsage;1063202816;4718592;1936096;2782496
01-03-2023 04:31:22.536;BackendMemoryUsage;1003978752;4718592;1935904;2782688
01-03-2023 05:00:56.211;BackendMemoryUsage;991662080;4718592;1935904;2782688
01-03-2023 05:31:23.938;BackendMemoryUsage;1001586688;4718592;1934624;2783968
01-03-2023 06:00:56.222;BackendMemoryUsage;978173952;4718592;1934624;2783968
01-03-2023 06:31:25.265;BackendMemoryUsage;987361280;4718592;1934432;2784160
01-03-2023 07:00:56.213;BackendMemoryUsage;1000804352;4718592;1934432;2784160
01-03-2023 07:31:13.809;BackendMemoryUsage;1023750144;4718592;1933152;2785440
01-03-2023 08:01:00.047;BackendMemoryUsage;1010077696;4718592;1933152;2785440
01-03-2023 08:31:00.031;BackendMemoryUsage;1001705472;4718592;1932960;2785632
01-03-2023 09:01:13.743;BackendMemoryUsage;1045491712;4718592;1932960;2785632
01-03-2023 09:31:00.031;BackendMemoryUsage;1035681792;4718592;1931680;2786912
01-03-2023 10:01:13.810;BackendMemoryUsage;1035264000;4718592;1931680;2786912
01-03-2023 10:31:00.040;BackendMemoryUsage;989134848;4718592;1931488;2787104
01-03-2023 11:01:13.767;BackendMemoryUsage;996065280;4718592;1931488;2787104
01-03-2023 11:31:14.402;BackendMemoryUsage;1008697344;4718592;1930208;2788384
01-03-2023 12:00:56.211;BackendMemoryUsage;1015435264;4718592;1930208;2788384
01-03-2023 12:31:13.807;BackendMemoryUsage;1019564032;4718592;1930016;2788576
01-03-2023 13:00:56.211;BackendMemoryUsage;993550336;4718592;1930016;2788576
01-03-2023 13:31:15.143;BackendMemoryUsage;1047252992;4718592;1928736;2789856
01-03-2023 14:01:15.780;BackendMemoryUsage;994324480;4718592;1928736;2789856
01-03-2023 14:31:16.559;BackendMemoryUsage;1018933248;4718592;1928544;2790048
01-03-2023 15:01:00.047;BackendMemoryUsage;1002364928;4718592;1928544;2790048
01-03-2023 15:31:32.524;BackendMemoryUsage;1082765312;4718592;1927264;2791328
01-03-2023 16:00:56.213;BackendMemoryUsage;1021833216;4718592;1927264;2791328
01-03-2023 16:31:13.811;BackendMemoryUsage;1023254528;4718592;1927072;2791520
01-03-2023 17:00:56.217;BackendMemoryUsage;1011687424;4718592;1949200;2769392
01-03-2023 17:31:00.025;BackendMemoryUsage;999018496;4718592;1947920;2770672
01-03-2023 18:00:56.214;BackendMemoryUsage;1030434816;4718592;1947920;2770672
01-03-2023 18:31:16.516;BackendMemoryUsage;1035382784;4718592;1947728;2770864
01-03-2023 19:01:13.746;BackendMemoryUsage;1035939840;4718592;1947728;2770864
01-03-2023 19:31:13.745;BackendMemoryUsage;999116800;4718592;1946448;2772144
01-03-2023 20:00:56.211;BackendMemoryUsage;1010954240;4718592;1946448;2772144
01-03-2023 20:31:00.035;BackendMemoryUsage;1055694848;4718592;1946256;2772336
01-03-2023 21:00:56.212;BackendMemoryUsage;1012727808;4718592;1946256;2772336
01-03-2023 21:31:00.030;BackendMemoryUsage;1047298048;4718592;1944976;2773616
01-03-2023 22:02:36.276;BackendMemoryUsage;1012215808;4718592;1944976;2773616
01-03-2023 22:31:13.804;BackendMemoryUsage;1029267456;4718592;1944784;2773808
01-03-2023 23:01:13.805;BackendMemoryUsage;1032708096;4718592;1944784;2773808
01-03-2023 23:31:15.070;BackendMemoryUsage;1028087808;4718592;1943504;2775088
