08-03-2023 00:00:09.295;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 03:50:10.249;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 03:55:10.271;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:00:10.293;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:05:10.314;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:10:10.337;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:15:10.358;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:20:10.380;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:25:10.409;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:30:10.434;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:35:10.454;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:40:10.474;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:45:10.490;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:50:10.512;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 04:55:10.533;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:00:10.557;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:05:10.577;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:10:10.597;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:15:10.616;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:20:10.637;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:25:10.657;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:30:10.678;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:35:10.700;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:40:10.723;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:45:10.737;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:50:10.760;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 05:55:10.774;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:00:10.796;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:05:10.818;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:10:10.841;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:15:10.863;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:20:10.884;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:25:10.908;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:30:10.926;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:35:10.941;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:40:10.962;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:45:10.985;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:50:11.007;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 06:55:11.030;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:00:11.051;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:05:11.073;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:10:11.104;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:15:11.119;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:20:11.139;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:25:11.161;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:30:11.183;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:35:11.200;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:40:11.222;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:45:11.244;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:50:11.266;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 07:55:11.287;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 08:00:04.559;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
08-03-2023 08:00:07.175;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
08-03-2023 08:00:11.909;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 08:02:19.833;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 08:03:05.974;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
08-03-2023 08:03:06.948;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 08:07:22.986;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 08:08:06.139;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
08-03-2023 08:08:11.312;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 08:16:23.512;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 08:20:05.726;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
08-03-2023 08:20:06.762;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 09:00:19.582;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 09:01:05.736;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 1; M: 0 | F: 0; 
08-03-2023 09:01:06.745;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 09:01:16.606;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2; M: 0 | F: 0; 
08-03-2023 09:01:21.703;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3; M: 0 | F: 0; 
08-03-2023 09:01:26.640;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4; M: 0 | F: 0; 
08-03-2023 09:01:31.590;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5; M: 0 | F: 0; 
08-03-2023 09:01:36.498;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6; M: 0 | F: 0; 
08-03-2023 09:01:41.450;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7; M: 0 | F: 0; 
08-03-2023 09:01:46.415;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 0 | F: 0; 
08-03-2023 09:01:57.768;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 1 | F: 0; 
08-03-2023 09:02:02.429;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 2 | F: 0; 
08-03-2023 14:00:22.946;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:05:21.541;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:10:21.564;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:15:21.582;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:20:21.604;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:25:21.625;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:30:21.647;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:35:21.678;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:40:21.692;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:45:21.715;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:50:21.740;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 14:55:21.762;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:00:08.004;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
08-03-2023 15:00:10.223;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
08-03-2023 15:00:17.315;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 15:01:01.797;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2; M: 0 | F: 0; 
08-03-2023 15:02:00.900;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3; M: 0 | F: 0; 
08-03-2023 15:03:01.076;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4; M: 0 | F: 0; 
08-03-2023 15:04:01.237;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5; M: 0 | F: 0; 
08-03-2023 15:05:01.360;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6; M: 0 | F: 0; 
08-03-2023 15:06:01.458;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7; M: 0 | F: 0; 
08-03-2023 15:07:01.540;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 0 | F: 0; 
08-03-2023 15:08:03.040;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 1 | F: 0; 
08-03-2023 15:09:02.448;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3,4,5,6,7,8; M: 2 | F: 0; 
08-03-2023 15:15:10.388;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:20:08.384;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:20:08.601;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
08-03-2023 15:20:10.262;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
08-03-2023 15:20:16.182;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 15:21:01.382;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2; M: 0 | F: 0; 
08-03-2023 15:22:01.479;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1,2,3; M: 0 | F: 0; 
08-03-2023 15:23:10.892;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:28:09.790;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:30:04.135;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
08-03-2023 15:30:06.879;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
08-03-2023 15:30:18.996;StatusLog;USB; NORMAL_OP; TV_ON; 0; 99; M: 0 | F: 0; 
08-03-2023 15:35:01.136;StatusLog;USB; NORMAL_OP; TV_ON; 0; 1; M: 0 | F: 0; 
08-03-2023 15:40:10.927;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:45:10.426;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:50:10.450;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 15:55:10.470;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:00:05.359;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; -; M: 0 | F: 0; 
08-03-2023 16:00:06.399;StatusLog;USB; NORMAL_OP; TV_ON; 0; -; M: 0 | F: 0; 
08-03-2023 16:00:11.318;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:01:10.516;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:02:04.664;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:02:06.221;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:03:06.920;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:04:09.078;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:04:10.309;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:05:06.340;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:06:07.504;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:06:10.314;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:07:10.560;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:08:06.721;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:08:10.305;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:09:10.475;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:10:05.637;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:10:06.355;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:11:10.396;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:12:04.546;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:12:06.366;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:13:06.793;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:14:08.954;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:14:10.834;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:15:06.310;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:16:08.470;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:16:10.325;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:17:10.720;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:18:06.864;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:18:10.315;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:19:10.521;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:20:06.679;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:20:10.342;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:21:10.550;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:21:13.690;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:21:42.436;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:22:05.587;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:22:10.401;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:23:10.549;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:24:04.702;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:24:06.236;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:25:06.956;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:26:09.102;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:26:10.365;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:27:06.455;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:28:07.614;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:28:10.250;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:29:10.970;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 16:30:07.126;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:30:10.221;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:31:10.755;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:32:06.326;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:33:10.240;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:34:06.250;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:35:10.140;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:36:06.710;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:37:10.169;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:38:06.795;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:39:10.450;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:40:06.688;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:41:10.433;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:42:06.248;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:43:10.411;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:44:06.258;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:45:10.427;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:46:06.290;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:47:10.284;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:48:06.249;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:49:10.153;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:50:06.377;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:51:10.339;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:52:06.340;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:53:10.237;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:54:06.381;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:55:10.217;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:56:06.358;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:57:10.280;StatusLog;USB; NORMAL_OP; TV_ON_SILENT; 0; 3; M: 0 | F: 0; 
08-03-2023 16:58:06.364;StatusLog;USB; NORMAL_OP; TV_ON; 0; 3; M: 0 | F: 0; 
08-03-2023 16:59:06.803;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:04:06.706;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:09:06.728;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:14:06.750;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:19:06.771;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:24:06.793;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:29:06.814;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:34:06.836;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:39:06.858;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:44:06.880;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:49:06.894;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:54:06.917;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 17:59:06.936;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 18:04:06.958;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 18:09:06.976;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 18:14:06.996;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 18:19:07.016;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 18:24:07.036;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
08-03-2023 18:29:07.057;StatusLog;USB; NORMAL_OP; TV_OFF; 0; -; -; 
