07-03-2023 00:12:26.585;StorageStats;7409881088;16000000000
07-03-2023 00:12:31.540;StorageStats;7409872896;16000000000
07-03-2023 00:12:36.552;StorageStats;7409872896;16000000000
07-03-2023 00:12:41.555;StorageStats;7409872896;16000000000
07-03-2023 00:12:46.557;StorageStats;7409872896;16000000000
07-03-2023 00:12:51.555;StorageStats;7409860608;16000000000
07-03-2023 00:12:56.585;StorageStats;7409872896;16000000000
07-03-2023 00:13:01.576;StorageStats;7409868800;16000000000
07-03-2023 00:13:06.594;StorageStats;7409868800;16000000000
07-03-2023 00:13:11.596;StorageStats;7409868800;16000000000
07-03-2023 00:13:16.604;StorageStats;7409868800;16000000000
07-03-2023 00:13:21.607;StorageStats;7409868800;16000000000
07-03-2023 00:13:26.609;StorageStats;7409868800;16000000000
07-03-2023 00:13:31.613;StorageStats;7409864704;16000000000
07-03-2023 00:13:36.626;StorageStats;7409864704;16000000000
07-03-2023 00:13:41.626;StorageStats;7409864704;16000000000
07-03-2023 00:13:46.631;StorageStats;7409864704;16000000000
07-03-2023 00:13:51.641;StorageStats;7409864704;16000000000
07-03-2023 00:13:56.634;StorageStats;7409864704;16000000000
07-03-2023 00:14:01.643;StorageStats;7409860608;16000000000
07-03-2023 00:14:06.658;StorageStats;7409860608;16000000000
07-03-2023 00:17:46.901;StorageStats;7409819648;16000000000
07-03-2023 00:17:50.883;StorageStats;7409815552;16000000000
07-03-2023 00:17:55.884;StorageStats;7409815552;16000000000
07-03-2023 00:18:00.884;StorageStats;7409815552;16000000000
07-03-2023 00:18:05.892;StorageStats;7409795072;16000000000
07-03-2023 00:18:10.916;StorageStats;7409807360;16000000000
07-03-2023 00:18:15.920;StorageStats;7409807360;16000000000
07-03-2023 00:18:20.921;StorageStats;7409803264;16000000000
07-03-2023 00:18:25.928;StorageStats;7409803264;16000000000
07-03-2023 00:18:30.930;StorageStats;7409803264;16000000000
07-03-2023 00:18:35.932;StorageStats;7409803264;16000000000
07-03-2023 00:18:40.935;StorageStats;7409803264;16000000000
07-03-2023 00:18:45.937;StorageStats;7409803264;16000000000
07-03-2023 00:18:50.940;StorageStats;7409799168;16000000000
07-03-2023 00:18:55.949;StorageStats;7409799168;16000000000
07-03-2023 00:19:00.945;StorageStats;7409782784;16000000000
07-03-2023 00:19:05.957;StorageStats;7409795072;16000000000
07-03-2023 00:19:10.966;StorageStats;7409795072;16000000000
07-03-2023 00:19:15.967;StorageStats;7409786880;16000000000
07-03-2023 00:19:20.968;StorageStats;7409786880;16000000000
07-03-2023 00:19:25.975;StorageStats;7409786880;16000000000
07-03-2023 00:19:30.975;StorageStats;7409786880;16000000000
07-03-2023 00:19:35.975;StorageStats;7409786880;16000000000
07-03-2023 00:19:40.983;StorageStats;7409774592;16000000000
07-03-2023 00:19:45.984;StorageStats;7409778688;16000000000
07-03-2023 00:19:50.991;StorageStats;7409778688;16000000000
07-03-2023 00:19:55.998;StorageStats;7409778688;16000000000
07-03-2023 00:20:01.006;StorageStats;7409778688;16000000000
07-03-2023 00:20:06.006;StorageStats;7409766400;16000000000
07-03-2023 00:20:11.008;StorageStats;7409766400;16000000000
07-03-2023 00:20:16.011;StorageStats;7409762304;16000000000
07-03-2023 00:20:21.015;StorageStats;7409762304;16000000000
07-03-2023 00:20:26.021;StorageStats;7409758208;16000000000
07-03-2023 00:20:30.913;StorageStats;7409758208;16000000000
07-03-2023 00:20:35.926;StorageStats;7409758208;16000000000
07-03-2023 00:20:40.928;StorageStats;7409754112;16000000000
07-03-2023 00:20:45.941;StorageStats;7409754112;16000000000
07-03-2023 00:20:50.959;StorageStats;7409754112;16000000000
07-03-2023 00:20:55.981;StorageStats;7409750016;16000000000
07-03-2023 00:21:00.982;StorageStats;7409750016;16000000000
07-03-2023 00:21:05.991;StorageStats;7409750016;16000000000
07-03-2023 00:21:10.992;StorageStats;7409741824;16000000000
07-03-2023 00:42:26.667;StorageStats;7409475584;16000000000
07-03-2023 00:42:31.620;StorageStats;7409475584;16000000000
07-03-2023 00:42:36.629;StorageStats;7409475584;16000000000
07-03-2023 00:42:41.635;StorageStats;7409475584;16000000000
07-03-2023 00:42:46.637;StorageStats;7409471488;16000000000
07-03-2023 00:42:51.639;StorageStats;7409471488;16000000000
07-03-2023 00:42:56.663;StorageStats;7409467392;16000000000
07-03-2023 00:43:01.664;StorageStats;7409467392;16000000000
07-03-2023 00:43:06.672;StorageStats;7409467392;16000000000
07-03-2023 00:43:11.672;StorageStats;7409467392;16000000000
07-03-2023 00:43:16.684;StorageStats;7409463296;16000000000
