01-03-2023 00:04:36.823;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:09:36.846;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:14:36.869;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:19:36.890;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:24:36.912;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:29:36.934;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:34:36.955;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:39:36.977;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:44:37.001;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:49:37.025;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:54:37.050;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 00:59:37.073;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:04:37.094;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:09:37.116;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:14:37.137;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:19:37.167;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:24:37.181;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:29:37.202;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:34:37.224;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:39:37.247;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:44:37.263;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:49:37.285;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:54:37.309;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 01:59:37.328;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:04:37.349;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:09:37.370;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:14:37.391;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:19:37.413;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:24:37.436;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:29:37.458;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:34:37.480;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:39:37.501;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:44:37.522;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:49:37.542;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:54:37.565;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 02:59:37.586;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:04:37.607;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:09:37.628;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:14:37.648;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:19:37.667;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:24:37.687;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:29:37.708;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:34:37.729;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:39:37.750;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:44:37.771;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:49:37.791;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:54:37.815;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 03:59:37.839;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:04:37.872;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:09:37.888;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:14:37.910;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:19:37.932;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:24:37.954;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:29:37.976;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:34:37.997;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:39:38.017;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:44:38.041;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:49:38.064;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:54:38.085;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 04:59:38.108;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:04:38.129;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:09:38.151;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:14:38.172;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:19:38.193;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:24:38.213;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:29:38.235;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:34:38.258;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:39:38.279;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:44:38.300;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:49:38.323;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:54:38.345;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 05:59:38.366;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:04:38.388;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:09:38.410;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:14:38.430;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:19:38.452;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:24:38.474;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:29:38.495;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:34:38.518;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:39:38.539;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:44:38.559;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:49:38.581;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:54:38.610;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 06:59:38.623;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:04:38.644;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:09:38.665;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:14:38.685;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:19:38.706;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:24:38.726;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:29:38.747;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:34:38.767;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:39:38.788;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:44:38.810;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:49:38.832;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:54:38.856;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 07:59:38.880;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:04:38.903;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:09:38.925;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:14:38.947;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:19:38.969;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:24:38.988;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:29:39.010;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:34:39.030;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:39:39.054;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:44:39.074;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:49:39.095;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:54:39.117;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 08:59:39.139;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:04:39.159;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:09:39.179;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:14:39.200;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:19:39.220;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:24:39.236;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:29:39.259;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:34:39.280;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:39:39.312;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:44:39.329;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:49:39.349;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:54:39.370;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 09:59:39.389;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:04:39.407;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:09:39.428;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:14:39.450;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:19:39.472;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:24:39.493;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:29:39.516;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:34:39.537;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:39:39.558;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:44:39.579;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:49:39.600;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:54:39.621;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 10:59:39.642;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:04:39.661;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:09:39.681;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:14:39.701;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:19:39.721;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:24:39.743;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:29:39.763;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:34:39.785;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:39:39.805;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:44:39.827;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:49:39.852;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:54:39.875;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 11:59:39.895;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:04:39.917;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:09:39.940;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:14:39.963;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:19:39.984;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:24:40.005;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:29:40.033;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:34:40.045;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:39:40.069;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:44:40.091;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:49:40.115;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:54:40.137;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 12:59:40.159;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:04:40.181;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:09:40.202;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:14:40.223;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:19:40.243;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:24:40.266;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:29:40.289;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:34:40.311;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:39:40.335;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:44:40.352;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:49:40.372;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:54:40.393;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 13:59:40.414;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 14:04:40.436;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
01-03-2023 14:09:40.456;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
