02-03-2023 00:04:43.016;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:09:43.039;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:14:43.059;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:19:43.078;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:24:43.102;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:29:43.126;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:34:43.149;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:39:43.170;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:44:43.193;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:49:43.215;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:54:43.237;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 00:59:43.257;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:04:43.278;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:09:43.298;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:14:43.322;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:19:43.345;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:24:43.367;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:29:43.394;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:34:43.417;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:39:43.439;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:44:43.458;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:49:43.478;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:54:43.497;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 01:59:43.520;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:04:43.543;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:09:43.565;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:14:43.588;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:19:43.608;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:24:43.640;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:29:43.654;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:34:43.674;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:39:43.694;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:44:43.714;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:49:43.735;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:54:43.757;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 02:59:43.779;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 03:04:43.798;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 03:09:43.818;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 03:14:43.839;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 03:19:43.861;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
02-03-2023 03:24:43.882;StatusLog;AC; NORMAL_OP; TV_OFF; 0; -; -; 
