05-03-2023 00:00:01.832;OnOffLog;1;0.0;10
05-03-2023 00:00:07.006;OnOffLog;1;0.0;10
05-03-2023 00:00:12.179;OnOffLog;1;0.0;10
05-03-2023 00:00:17.354;OnOffLog;1;0.0;10
05-03-2023 00:00:22.526;OnOffLog;1;0.0;10
05-03-2023 00:00:27.699;OnOffLog;1;0.0;10
05-03-2023 00:00:32.872;OnOffLog;1;0.0;10
05-03-2023 00:00:38.044;OnOffLog;1;0.0;10
05-03-2023 00:00:43.215;OnOffLog;1;0.0;10
05-03-2023 00:00:48.388;OnOffLog;1;0.0;10
05-03-2023 00:00:53.562;OnOffLog;1;0.0;10
05-03-2023 00:00:58.736;OnOffLog;1;0.0;10
05-03-2023 00:01:03.905;OnOffLog;1;0.0;10
05-03-2023 00:01:09.078;OnOffLog;1;0.0;10
05-03-2023 00:01:14.252;OnOffLog;1;0.0;10
05-03-2023 00:01:19.425;OnOffLog;1;0.0;10
05-03-2023 00:01:24.598;OnOffLog;1;0.0;10
05-03-2023 00:01:29.772;OnOffLog;1;0.0;10
05-03-2023 00:01:34.945;OnOffLog;1;0.0;10
05-03-2023 00:01:40.117;OnOffLog;1;0.0;10
05-03-2023 00:01:45.290;OnOffLog;1;0.0;10
05-03-2023 00:01:50.463;OnOffLog;1;0.0;10
05-03-2023 00:01:55.637;OnOffLog;1;0.0;10
05-03-2023 00:02:00.810;OnOffLog;1;0.0;10
05-03-2023 00:02:05.984;OnOffLog;1;0.0;10
05-03-2023 00:02:11.157;OnOffLog;1;0.0;10
05-03-2023 00:02:16.330;OnOffLog;1;0.0;10
05-03-2023 00:02:21.503;OnOffLog;1;0.0;10
05-03-2023 00:02:26.675;OnOffLog;1;0.0;10
05-03-2023 00:02:31.845;OnOffLog;1;0.0;10
05-03-2023 00:02:37.019;OnOffLog;1;0.0;10
05-03-2023 00:02:42.193;OnOffLog;1;0.0;10
05-03-2023 00:02:47.366;OnOffLog;1;0.0;10
05-03-2023 00:02:52.539;OnOffLog;1;0.0;10
05-03-2023 00:02:57.713;OnOffLog;1;0.0;10
05-03-2023 00:03:02.885;OnOffLog;1;0.0;10
05-03-2023 00:03:08.058;OnOffLog;1;0.0;10
05-03-2023 00:03:13.232;OnOffLog;1;0.0;10
05-03-2023 00:03:18.405;OnOffLog;1;0.0;10
05-03-2023 00:03:23.576;OnOffLog;1;0.0;10
05-03-2023 00:03:28.748;OnOffLog;1;0.0;10
05-03-2023 00:03:33.923;OnOffLog;1;0.0;10
05-03-2023 00:03:39.103;OnOffLog;1;0.0;10
05-03-2023 00:03:44.278;OnOffLog;1;0.0;10
05-03-2023 00:03:49.451;OnOffLog;1;0.0;10
05-03-2023 00:03:54.625;OnOffLog;1;0.0;10
05-03-2023 00:03:59.799;OnOffLog;1;0.0;10
05-03-2023 00:04:04.973;OnOffLog;1;0.0;10
05-03-2023 00:04:10.148;OnOffLog;1;0.0;10
05-03-2023 00:04:15.320;OnOffLog;1;0.0;10
05-03-2023 00:04:20.494;OnOffLog;1;0.0;10
05-03-2023 00:04:25.665;OnOffLog;1;0.0;10
05-03-2023 00:04:30.838;OnOffLog;1;0.0;10
05-03-2023 00:04:36.011;OnOffLog;1;0.0;10
05-03-2023 00:04:41.184;OnOffLog;1;0.0;10
05-03-2023 00:04:46.359;OnOffLog;1;0.0;10
05-03-2023 00:04:51.532;OnOffLog;1;0.0;10
05-03-2023 00:04:56.705;OnOffLog;1;0.0;10
05-03-2023 00:05:01.880;OnOffLog;1;0.0;10
05-03-2023 00:05:07.053;OnOffLog;1;0.0;10
05-03-2023 00:05:12.226;OnOffLog;1;0.0;10
05-03-2023 00:05:17.400;OnOffLog;1;0.0;10
05-03-2023 00:05:22.574;OnOffLog;1;0.0;10
05-03-2023 00:05:27.747;OnOffLog;1;0.0;10
05-03-2023 00:05:32.920;OnOffLog;1;0.0;10
05-03-2023 00:05:38.093;OnOffLog;1;0.0;10
05-03-2023 00:05:43.266;OnOffLog;1;0.0;10
05-03-2023 00:05:48.439;OnOffLog;1;0.0;10
05-03-2023 00:05:53.613;OnOffLog;1;0.0;10
05-03-2023 00:05:58.787;OnOffLog;1;0.0;10
